word,sentence
جا,کتاب‌ها را در جا کتاب مخصوصی که گوشه اتاق است، قرار دادیم تا از دسترس کودکان دور باشد.
جا,مادر، جا کفش جدیدی خریده که بسیار بزرگتر از قبلی است و کفش‌های بیشتری در آن جا می‌شود.
جا,بهترین جا برای نگهداری جواهرات گرانبها، گاوصندوق امن و ضد سرقت است.
جا,برای آنکه از گیاهان به خوبی مراقبت کنیم، جا گلدان‌های بزرگ و با فاصله مناسب در بالکن چیدیم.
جا,در آشپزخانه، جا ادویه‌های متنوعی داریم که هر کدام برای نوع خاصی از ادویه‌ها مناسب است.
جا,در کلاس، هر دانش‌آموز باید کتاب‌های خود را در جا کتاب مخصوصی که زیر میز قرار دارد، بگذارد.
جا,برای محافظت از مدارک مهم، یک جا پرونده با قفل رمزدار تهیه کردیم.
جا,در ورودی خانه، یک جا کلید نصب کردیم تا همیشه کلیدها در دسترس باشند.
جا,جا حوله‌های حمام را طوری تنظیم کردیم که پس از استفاده، حوله‌ها به خوبی خشک شوند.
جا,در اتاق کار، یک جا خودکار مخصوص برای نظم دادن به لوازم التحریر قرار دادیم.
جا,در این اتاق فضا برای بیست دانش‌آموز وجود دارد که هرکدام جا، میز و صندلی مخصوص خود را دارند.
جا,وقتی وارد سالن شدیم، دیدیم که جا برای نشستن ما در نظر گرفته نشده بود.
جا,برای هر مهمان، جا مشخصی تعیین شده بود تا هر کس به راحتی بتواند بنشیند.
جا,در این کتابخانه، فضاهای مطالعه‌ای با جا کافی برای هر دانشجو تعبیه شده است.
جا,در ماشین، جا برای گذاشتن وسایل اضافی نبود و مجبور شدیم آن‌ها را در صندوق عقب بگذاریم.
جا,در کنسرت، جا کافی برای همه تماشاچیان فراهم شده بود تا از برنامه لذت ببرند.
جا,برای این مراسم، جا نشستن ویژه‌ای برای مهمانان رسمی در نظر گرفته شده بود.
جا,در این رستوران، جا راحتی برای خانواده‌ها و کودکان فراهم شده است.
جا,در هواپیما، هر مسافر جا مخصوصی دارد که باید بر اساس بلیط خود در آن بنشیند.
جا,در این سالن کنفرانس، جا کافی برای همه شرکت‌کنندگان فراهم شده است.
جا,اگر تو جا من بودی، چه تصمیمی برای حل این مشکل می‌گرفتی؟
جا,جا من باش و ببین که چگونه روزها و شب‌هایم را سپری می‌کنم.
جا,در جا او بودن، مسئولیت‌های زیادی به همراه دارد که به آسانی نمی‌توان از عهده آن برآمد.
جا,او هرگز نمی‌تواند خود را جا دیگران بگذارد و مسائل را از دیدگاه آن‌ها ببیند.
جا,تصور کن اگر جا مدیرعامل بودی، چه تغییراتی در شرکت ایجاد می‌کردی؟
جا,جا من نیستی که بفهمی چقدر سخت است همزمان کار و تحصیل را مدیریت کردن.
جا,وقتی جا تو باشم، بهتر می‌توانم درک کنم که چرا این تصمیم را گرفته‌ای.
جا,در جا او بودن، به معنای تحمل فشارهای بسیاری است که شاید از بیرون دیده نشود.
جا,اگر جا او بودم، حتماً تلاش می‌کردم که بهتر با تیم همکاری کنم.
جا,هیچ‌کس نمی‌تواند جا دیگری را به طور کامل درک کند، زیرا هر فرد تجربه‌ها و دیدگاه‌های منحصر به فرد خود را دارد.
جا,این جا و زمان مناسب نیست برای بحث کردن در مورد مسائل خانوادگی.
جا,برای بیان احساساتت، باید جا و وقتی مناسب را انتخاب کنی.
جا,جا حرف زدن در مورد این موضوع در یک جلسه رسمی نیست؛ باید در محیطی خصوصی مطرح شود.
جا,در میهمانی‌های رسمی، جا مناسبی برای مطرح کردن انتقادات وجود ندارد.
جا,جا او اینجا نیست که بخواهد در مورد مسائل کاری اظهار نظر کند.
جا,جا شکایت در این مکان نیست؛ باید به دفتر مدیریت مراجعه کنید.
جا,در این جا و زمان مناسب، تصمیمات مهمی برای آینده شرکت گرفته خواهد شد.
جا,جا بحث در مورد مسائل شخصی در محیط کاری نیست؛ باید در جایی دیگر مطرح شود.
جا,برای موفقیت در این کار، باید زمانی و جا ایی مناسب را انتخاب کنیم که همه اعضا حضور داشته باشند.
جا,او جا ویژه‌ای در قلب من دارد که هیچ‌کس دیگری نمی‌تواند آن را بگیرد.
جا,خاطرات خوش کودکی همیشه جا خاصی در ذهنم دارند.
جا,در ذهن من، او همیشه جا برای خود خواهد داشت.
جا,هر کتابی که می‌خوانم، جا خاصی در ذهنم به خود اختصاص می‌دهد.
جا,در قلبم، برای دوستان نزدیک همیشه جا محفوظ است.
جا,این فیلم به قدری تاثیرگذار بود که برای همیشه جا خود را در ذهنم تثبیت کرد.
جا,در خاطراتم، آن لحظه‌های خاص همیشه جا ویژه دارند.
جا,جا او در ذهنم همچنان خالی است و هیچ‌کس نمی‌تواند آن را پر کند.
جا,این تجربه جا عمیق در قلبم به خود اختصاص داده است.
جا,در حافظه‌ام، هر خاطره‌ای جا خود را دارد و هیچ‌کدام فراموش نمی‌شود.
جا,آن جا که قرمز شده درد می‌کند و باید به دکتر مراجعه کنیم.
جا,زخم او در جا از بدنش است که به سختی قابل دیدن است.
جا,در جا دستم احساس درد می‌کنم که انگار ضربه‌ای خورده باشد.
جا,پزشک گفت که باید جا پا که آسیب دیده را بیشتر استراحت دهیم.
جا,جا کمرم که مدام درد می‌کرد، حالا بهتر شده است.
جا,در جا سرم احساس سردرد شدید می‌کنم که معمولاً به چشم‌هایم فشار می‌آورد.
جا,جا بازویم که درد می‌کرد، حالا دیگر مشکلی ندارد.
جا,پزشک گفت که باید جا گردن که دچار التهاب شده را گرم نگه دارم.
جا,در جا پایم که ورم کرده بود، حالا دیگر اثری از التهاب نیست.
جا,او جا بدن که دچار سوختگی شده بود را به دقت پانسمان کرد.
جا,او تلاش کرد تا جا ممکن در آزمون نمره بالایی کسب کند و در دانشگاه برتر پذیرفته شود.
جا,جا ممکن است که این پروژه را به بهترین نحو اجرا کنیم و نتیجه مطلوبی بگیریم.
جا,استاد دانشگاه تلاش کرد تا جا ممکن مفاهیم پیچیده را به زبانی ساده و قابل فهم توضیح دهد.
جا,در این مسابقه، شرکت‌کنندگان تلاش کردند تا جا ممکن سریع‌تر از خط پایان عبور کنند.
جا,مادر سعی کرد تا جا ممکن برای فرزندانش محیطی امن و آرام فراهم کند.
جا,او در تمرینات ورزشی تلاش کرد تا جا ممکن توانایی‌های خود را بهبود بخشد.
جا,در این جلسه، همه اعضا سعی کردند تا جا ممکن راه‌حل‌های مناسبی برای مشکلات مطرح شده پیدا کنند.
جا,در این پروژه، ما تلاش کردیم تا جا ممکن هزینه‌ها را کاهش دهیم و بهره‌وری را افزایش دهیم.
جا,در زمان بحران، همه تلاش کردند تا جا ممکن منابع موجود را به بهترین شکل مدیریت کنند.
جا,در این کارگاه آموزشی، مربی تلاش کرد تا جا ممکن به همه سوالات شرکت‌کنندگان پاسخ دهد.
جا,پشت این کوه، جا های بسیار زیبا و ناشناخته‌ای وجود دارد که کمتر کسی از آن‌ها بازدید کرده است.
جا,در دوردست‌ترین جا های این جنگل، گونه‌های نادری از گیاهان و حیوانات زندگی می‌کنند.
جا,همه جا های این موزه را گشتم ولی آن اثر هنری را که دنبالش بودم، پیدا نکردم.
جا,در جا های مختلف شهر، نمایشگاه‌های هنری برپا شده که آثار هنرمندان محلی را به نمایش می‌گذارند.
جا,جا های دورافتاده‌ای در این کشور وجود دارد که هنوز به طور کامل کشف نشده‌اند.
جا,در جا های پنهانی از این بنا، تاریخچه‌ای غنی و پرماجرا نهفته است که کمتر کسی از آن خبر دارد.
جا,در جا های مختلف این کتابخانه، کتاب‌های نایابی یافت می‌شود که در هیچ جا دیگر نمی‌توان پیدا کرد.
جا,جا های باستانی این منطقه، همچنان رازهای بسیاری را در دل خود نگه داشته‌اند.
جا,همه جا های این پارک را گشتم ولی نتوانستم مجسمه‌ای را که می‌گفتید، پیدا کنم.
جا,جا های مختلف این شهر، پر از بناهای تاریخی و فرهنگی است که هر کدام داستانی برای گفتن دارند.
جا,من جا او را در اداره گرفتم و حالا تمام مسئولیت‌هایش به عهده من است.
جا,جا او بودن در تیم ورزشی، مسئولیت بزرگی است که باید به خوبی از عهده آن برآمد.
جا,در این پروژه، جا یکی از اعضا را گرفتم و حالا باید تمام وظایفش را انجام دهم.
جا,وقتی جا او را در نمایش تئاتر گرفتم، احساس می‌کردم که باید بهترین اجرا را ارائه دهم.
جا,در این تیم، هر کس جا دیگری را در صورت غیاب به خوبی پر می‌کند.
جا,وقتی جا مدیر فروش را گرفتم، متوجه شدم که مسئولیت‌های بسیاری دارد.
جا,او به جا من در امتحان شرکت کرد و نمره بالایی گرفت.
جا,جا او را در مسابقه دویدن گرفتم و سعی کردم به بهترین نحو نمایندگی کنم.
جا,در جا خود نشسته بود و به تماشای فیلم مورد علاقه‌اش مشغول بود.
جا,در این موقعیت، جا تو باشم، سعی می‌کنم با آرامش و تدبیر تصمیم بگیرم.
جا,در جا من نیستی که بفهمی چگونه باید با این همه مسئولیت کنار بیایم.
جا,تصور کن اگر جا مدیرعامل بودی، چه تغییراتی در شرکت ایجاد می‌کردی؟
جا,در جا او بودن، به معنای تحمل فشارهای زیادی است که شاید دیگران متوجه نشوند.
جا,جا تو باشم، حتماً تلاش می‌کنم که بهترین نتیجه را از این فرصت به دست آورم.
جا,او هرگز نمی‌تواند خود را جا دیگران بگذارد و مشکلاتشان را درک کند.
جا,در جا من باش و ببین که چقدر سخت است همزمان کار و تحصیل را مدیریت کردن.
جا,وقتی جا او باشم، بهتر می‌توانم درک کنم که چرا این تصمیم را گرفته است.
جا,هیچ‌کس نمی‌تواند جا دیگری را به طور کامل درک کند، زیرا هر فرد تجربه‌ها و دیدگاه‌های منحصر به فرد خود را دارد.
